Gene_ID	TCGA-09-1664	TCGA-13-1484	TCGA-13-1488	TCGA-13-1489	TCGA-13-1494	TCGA-13-1495	TCGA-13-1499	TCGA-13-2071	TCGA-23-1123	TCGA-23-1124	TCGA-24-1103	TCGA-24-1104	TCGA-24-1105	TCGA-24-1428	TCGA-24-1430	TCGA-24-1435	TCGA-24-1466	TCGA-24-1467	TCGA-24-1545	TCGA-24-1550	TCGA-24-1551	TCGA-24-1552	TCGA-24-1553	TCGA-24-1555	TCGA-24-1556	TCGA-24-1562	TCGA-24-1563	TCGA-24-1603	TCGA-24-1604	TCGA-24-1923	TCGA-24-2020	TCGA-24-2023	TCGA-24-2024	TCGA-24-2027	TCGA-24-2030	TCGA-24-2260	TCGA-24-2267	TCGA-24-2288	TCGA-24-2289	TCGA-24-2290	TCGA-24-2295	TCGA-25-1316	TCGA-25-1319	TCGA-25-1320	TCGA-25-1321	TCGA-25-1623	TCGA-25-1628	TCGA-25-1630	TCGA-25-1635	TCGA-25-2400	TCGA-25-2404	TCGA-25-2409	TCGA-29-1688	TCGA-29-1693	TCGA-29-1697	TCGA-29-1762	TCGA-29-1763	TCGA-29-1768	TCGA-29-1774	TCGA-29-1775	TCGA-29-1776	TCGA-29-1777	TCGA-29-1785	TCGA-29-2414	TCGA-29-2432	TCGA-30-1866	TCGA-36-1576	TCGA-36-1581	TCGA-36-2529	TCGA-36-2530	TCGA-36-2543	TCGA-42-2588	TCGA-42-2590	TCGA-61-1741	TCGA-61-1900	TCGA-61-1907	TCGA-61-1911	TCGA-61-1914	TCGA-61-1919	TCGA-61-1995	TCGA-61-2008	TCGA-61-2095	TCGA-61-2096	TCGA-61-2612
URM1	-0.525	-0.731	0.011	-0.825	-0.164	-1.532	-1.408	1.602	1.293	-0.141	-2.077	-0.472	0.285	0.3	-0.65	-0.837	0.232	1.686	-0.853	-0.377	-0.348	0.962	-0.45	-1.552	2.257	2.138	2.651	0.853	-0.388	-1.269	-0.594	1.547	-0.531	0.522	0.474	-0.263	0.794	-0.024	-1.253	-0.471	-2.338	0.039	-0.734	1.722	1.734	-0.106	-0.754	1.075	-0.375	0.371	0.023	0.436	-0.652	-1.24	1.284	1.763	-0.544	-1.158	1.348	0.664	0.511	-1.194	0.897	0.75	1.235	1.202	1.568	0.357	2.721	-0.685	-2.754	-1.076	1.179	0.678	-0.801	0.784	-0.706	-0.887	2.295	-0.451	1.611	-1.122	0.042	-0.625
UROD	-2.085	-1.094	-0.136	-0.767	-0.637	-0.786	0.973	1.098	0.118	-1.951	-0.037	-0.613	0.551	1.508	0.547	0.796	0.391	1.631	0.457	0.594	1.68	0.503	0.71	0.355	-0.29	-0.468	0.799	0.254	0.264	0.005	0.354	-0.791	0.381	-1.252	-0.365	0.333	2.103	0.243	-0.585	-1.613	1.673	-0.129	-1.317	-1.106	-0.582	1.649	-1.877	-0.811	-0.776	0.307	-1.724	1.112	0.84	-0.309	-0.932	0.964	0.301	0.592	1.499	0.114	1.524	0.606	-1.848	1.02	-0.681	1.826	0.089	1.446	-0.063	1.123	1.47	-0.682	1.668	0.319	0.246	0.26	-0.11	-1.334	1.274	-1.37	-0.782	-0.375	-0.297	1.934
UROS	-1.009		-0.879	-0.889	-0.984	-1.052	-0.088	-0.919	1.373	0.701		-0.702	0.918		1.464		1.465	0.498	-1.351	-1.889	-0.243	-0.28	-0.096	0.478				1.285	-1.246		0.304	0.734		-0.474	-1.285			-1.021	0.395	1.521	-0.918	-0.19	0.671	-0.835	0.681	-2.469	-0.095	1.974	-0.12	-0.423		-3.335		-1.478	-0.446	-0.028		0.856	1.217	0.882		-0.684	-1.461		0.937	-1.125	0.95	0.035	-0.53		0.074	0.234	0.647		0.045	1.984	-0.946	0.743			-0.025		-0.474	1.94
USE1	-2.258	-0.404	-0.428	1.172	-0.923	-1.82	1.845	-0.357	-0.921	0.498	-0.518	-0.193	0.634	-1.504	-0.462	1.358	1.742	-0.559	-1.238	0.964	-0.309	-0.466	0.977	0.024	0.327	0.184	-0.667	0.444	1.281	-0.878	-0.306	1.816	-1.511	0.718	1.629	-1.906	-0.04	-1.143	-1.308	-1.91	-1.056	1.783	-1.081	0.133	-1.244	-1.688	1.055	0.084	-0.325	0.093	0.31	-0.606	1.011	-0.568	-2.254	-1.844	-0.835	-2.175	-2.897	-2.296	-1.435	1.19	0.457	-0.397	0.239	-0.416	0.356	-0.424	-0.265	0.505	-0.243	-0.099	0.902	-1.07	0.442	0.432	0.588	-1.212	-0.532	-0.539	0.639	1.911	0.136	-0.223
USF1		1.912	0.728	-1.009		0.115	-0.641	1.137		-0.784	-0.539		-1.381			0.426			0.846						-0.037	-0.93								-1.644		0.293	-1.385	1.681		0.243	0.249					-0.086		1.273	2.226	-0.6		0.849	-1.608	0.975	1.933	-1.21		1.098		-2.014	-0.028		0.878	-0.573		1.34			-0.717	-0.854	1.909		2.108			-1.247	-0.22			0.585			0.711	
USF2	-0.224	-0.297	0.884	-0.024	-0.341	-0.671	0.759	1.369	-0.98	1.264	-0.093	0.277	0.515	-1.045	0.121	1.141	-0.301	0.577	0.121	-0.416	-0.754	0.21	-0.536	-0.185	-0.426	-1.061	-0.61	-0.292	-0.445	-0.339	-2.767	-1.495	-0.369	-0.012	-0.772	-0.839	0.218	1.058	-0.251	-0.883	-2.612	-1.052	-1.272	1.864	0.232	-1.026	1.81	-1.604	0.072	0.086	0.84	-0.777	2.258	0.274	-0.517	-1.227	1.92	1.38	-0.606	0.477	-0.425	0.757	-1.099	0.488	-0.931	1.274	0.548	1.547	0.733	0.39	0.673	0.139	0.2	0.092	-0.152	0.643	0.856	-0.164	-0.709	0.155	0.096	1.405	0.448	-0.125
USMG5	0.171	0.259	-0.485	-1.647	-0.361	-0.93	0.305	2.177	-1.919	0.68	-0.081	0.243	0.488	1.534	-2.421	-0.932	0.063	0.049	-0.698	1.467	-1.311	-1.823	1.471	-1.696	-0.14	-0.376	-0.339	-0.537	1.076	-1.112	-0.282	0.888	-0.942	0.93	0.453	2.354	1.253	-0.859	0.085	3.212	-1.001	1.243	-1.669	-1.825	-1.511	-1.497	0.697	1.549	-0.1	-0.022	0.72	-0.943	-0.165	0.718	0.671	-0.214	0.553	-0.298	1.905	-2.367	-1.547	-0.275	-0.657	1.306	-1.922	2.205	0.888	0.647	1.073	0.153	0.984	-1.411	0.285	0.63	-0.401	-0.941	0.739	-2.193	-1.353	-2.449	-1.166	1.656	0.236	-0.056
USO1	-0.351	1.263	1.074	1.896	-0.482	-1.216	-0.403	0.327	0.273	0.459	1.213	2.148	1.07	-0.403	0.119	-0.147	0.229	1.698	0.282	0.106		-1.239	-0.336	1.049	-0.142	0.473	0.547	-0.813	0.551	0.411	0.112	0.758	1.453	-0.364	0.299	-1.377	-0.328	-1.805	-0.224	0.088	-0.09	0.406	-0.743	1.437	0.716	2.715	-0.071	-0.156	-0.511	1.377	-1.897	-1.056	0.45	-1.119	-0.151	0.021	-0.041	-0.015	-0.715	1.266	0.655		-2.328	-0.898	1.167	0.571	-1.243	-2.01	1.081	-0.305	0.234	1.908	-0.677	0.97	0.28	2.152	0.557	0.669	-0.437	-1.125		0.077	0.06	2.252
USP10	0.787		0.074	1.289		-0.985	0.207	-2.345		-0.958			-1.312	1.241		0.935				-1.497				-0.903		-0.666	2.073	-1.753		0.985		0.384	0.231		2.481				-0.09	1.737		-0.179	0.292			2.005		-0.059	-0.261	1.018		0.237	1.695		0.289	-0.598	-1.684		-0.157	1.466			-0.531			-1.308	-1.935		1.285		-0.657	-1.149	-0.133	-1.167	-0.776	-0.886	-0.872	-0.6					0.783	-0.221
USP11	-0.741	0.902	-0.291	1.188	0.569	0.808	1.363	-0.619	-0.426	-0.352	-0.477	0.637	0.261	-0.849	-0.222	-0.266	0.483	-0.035	-0.398	-0.873	0.453	0.023	-0.587	-0.425	0.676	-0.198	-0.882	-0.75	-1.824	0.336	2.197	1.747	-0.754	-0.175	1.43	-1.272	0.663	-0.015	0.664	0.164	0.012	-1.196	0.329	-1.081	-0.493	0.626	0.143	-0.132	0.707	-1.188	-0.849	1.265	0.783	-0.271	-0.186	-0.078	1.191	-0.164	-1.224	-0.098	-0.486	0.055	0.685	-0.183	-1.389	-1.164	1.105	0.263	0.381	2.246	-1.006	-1.076	-1.558	0.002	1.952	-1.344	1.495	-1.164	0.357	0.249	0.188	-1.366	-0.201	0.515
USP13	-0.35			-0.554	1.145	-0.905			-0.621	-2.737	1.722	0.635	0.632		0.441		1.237	0.516	-0.677			-0.988	0.671					1.033	2.187		-0.089	1.184		-0.096	0.659			1.29	-0.342	-1.024	-0.035		0.776	-1.123	0.847		-0.112		0.827	0.037	0.114	-1.345		0.909				0.105	1.45		1.807		0.318		0.862	1.38	0.138	-0.765	0.901	-0.309		0.861	0.076		0.518	-0.869	-1.575	-0.157	-1.654			0.245	0.251	-0.482
USP14	-2.089	-0.86	-1.878	0.275	-0.43	0.51	-0.08	-0.264	0.031	0.153	-2.014	-1.448	0.991	-0.274	-0.117	-1.001	1.352	0.115	-0.138	-0.589	-0.561	-0.911	0.606	-0.121	2.142	-2.808	-0.114	-1.236	1.679	-0.009	-0.711	0.455	-1.94	1.677	-0.324	-0.695	-0.002	0.911	-0.052	1.739	-0.45	-1.578	-1.2	0.349	0.015	-1.177	-1.285	-0.129	-0.547	-0.974	-1.426	0.742	-1.706	-0.825	-1.606	-1.766	0.137	0.22	-0.388	-0.002	-0.755	0.401	-0.72	-0.156	0.17	0.481	1.068	1.626	-0.673	0.194	-0.762	1.363	0.611	1.791	-1.517	-0.017	-0.12	-0.163	1.032	0.642	0.354	0.546	-1.397	-0.128
USP15	0.984			-0.87	0.455		-1.448	-0.364			2.407	0.517	-2.026		-0.483	-0.544	-1.149	1.52	0.788	0.813		0.994		-0.668		-1.867		1.414	0.85		0.855	-0.228	-1.658	0.144	-0.675			1.212	0.842	-1.418	-0.687	-0.085	0.474	0.305	-2.075		1.573	-0.483		-1.105	-0.116	1.825	-0.683	-0.312		1.619	-1.634	0.294	0.11	-0.786	2.168		0.943		0.267	2.482	2.503		-1.235	0.793	-0.92	1.034	-2.332	-0.224	0.125			-1.063	0.767			-1.609		-1.046
USP16	-1.226	-1.25	-0.211	-1.462	-1.401	1.59	-0.109	0.152	1	0.495	0.471	-0.381	-1.478	-0.417	-0.213	0.257	-0.912	1.167	1.374	0.009	1.143	-1.652	-0.342	0.803	-0.249	0.669	0.901	-0.531	-0.299	-0.217	-0.795	0.662	-0.533	-0.751	0.177	-1.955	-0.806	-0.206	-0.152	-0.713	2.079	0.427	-0.89	0.039	-0.006	-0.839	-0.372	0.41	0.405	1.962	-0.958	-1.185	-0.043	2.357	0.733	-0.559	-0.131	0.893	1.13	0.249	-0.503	-0.243	0.072	-1.308	0.224	0.508	2.203	1.931	0.075	0.126	0.358	-0.435	1.032	0.465	0.487	-1.675	-1.62	0.254	-0.372	-0.6	-1.561	0.325	-1.404	1.523
USP18	1.377	-1.977	-1.88	-0.622	1.793	-0.478	-1.177	0.258	-0.599	0.044	0.94	-2.067	0.972	-0.817	-1.81	0.004	0.693	1.615	-1.102	-2.274	1.236	-1.109	1.516	-2.35	0.293	-2.052	1.296	-0.28	-0.209	0.144	0.705	0.007	-1.582	1.455	-2.054	-1.025	1.373	-0.607	-1.343	-1.14	0.255	-0.533	0.594	-1.484	0.29	-0.652	-0.1	-0.185	-1.502	-0.812	1.238	-1.316	-0.163	-2.021	-1.412	0.002	0.351	0.214	-0.738	-1.122	-1.857	-0.391	-1.701	0.507	-1.161	-2.675	0.25	1.497	-1.887	-0.458	-0.594	0.72	-0.192	-3	-0.87	-0.425	0.437	-0.031	1.313	0.636	1.183	-1.624	0.083	-1.44
USP19	1.007	-0.685	2.134	0.497	0.022	-0.29		1.399	0.376	0.146	-0.537	-0.872	0.65	0.269	-2.122	-1.06	0.1	-1.47	0.707	-1.058	-1.726	0.241	-0.592	0.494	-0.17	-2.116	-0.255	0.19	1.113	0.155	0.683	0.072	-0.193	1.247	0.133	-2.831	1.245	0.17	-0.321	1.921	0.283	1.754	-0.394	-1.035	0.445	0.115	1.043		-0.027	-0.227	-0.541	-0.406	-0.61	0.426	1.682	-0.221	3.813	2.083	1.387		1.085	-1.004	0.541	-0.395	-0.133	-0.54	-0.699	-2.042	-0.553	0.605	0.376	0.524	1.383	-1.338	1.156	-1.621	1.681	-0.394	-0.663	-1.041	0.591	1.555	-0.832	1.733
USP22	-0.163	1.831	-1.003	-1.825	-1.088	0.375			-0.072		0.925	-0.669	-0.518	-0.892	0.039	0.217	-0.406	-0.306		-0.01		-0.829	0.143	0.574		-0.249	0.946	-2.084	-0.34	-0.755	1.309	-0.083	0.975	-1.061	-0.724				-1.055	2.062	0.154	0.879	-0.286	0.044	1.361	-0.517	-0.649						0.387		-2.373		2.003	-1.231	0.414		-0.654		0.796	1.212	-0.808		2.422	-1.041	-1.196	0.469		-0.252	0.64	-0.3	0.763		0.003	1.41		-2.057			0.956	-2.128
USP24	1.717	-1.239	-0.684	-1.308	-0.688	-1.378	-0.538	-0.126	-2.291	2.487	0.142	-1.051	-1.183	-1.737	-0.902	0.951	0.07	-0.864	0.706	-1.24	-1.417	1.031	-1.516	0.175	-0.168	-0.113	-0.324	-0.27	-2.642	-0.782	1.963	0.98	-0.338	0.106	-1.786	-0.316	-0.923	0.1	0.617	0.236	-0.951	0.257	-0.061	0.754	0.309	0.294	1.102	-0.082	0.935	0.689	0.424	0.153	-0.123	0.196	0.04	-0.133	-0.219	-1.059	-0.268	-0.228	-0.275	-0.884	-0.756	-2.001	1.305	0.768	-0.253	1.715	-0.329	1.731	1.122	-0.845	0.858	-0.076	1.674	1.475	0.199	0.258	-0.531	-0.157	-0.696	0.476	0.038	0.061
USP25	-0.925	-0.032	-0.063	0.347	0.805	-0.724	0.284	-1.171	-0.455	0.916	-0.469	0.502	0.038	-0.716	0.441	0.505	-0.99	-0.993	0.818	-0.31	-0.429	-0.79	-0.073	0.465	1.297	0.377	0.627	-1.291	0.247	-0.986	-0.694	-1.883	0.872	1.03	-1.21	0.415	0.811	0.958	0.816	-1.915	-0.151	0.604	0.106	3.977	0.135	-1.845	0.934	1.058	1.381	0.798	0.579	0.066	0.699	-1.651	0.435	0.07	-0.324	0.26	0.754	-0.506	0.957	-1.116	-0.718	-0.002	0.588	-0.063	-0.731	0.947	0.128	0.084	-0.052	0.238	-0.318	0.873	1.315	0.773	-0.029	-2.371	0.854	0.288	0.514	0.695	1.377	0.198
USP28	-0.586	0.61	-0.68	-1.198	-0.93	0.504	-1.495	-0.313	-2.342	-0.09	1.11	-0.536	-0.162	-0.148	0.312	-0.099	-0.479	1.755	1.056	1.1	1.29	-0.693	-0.997	0.252	0.05	0.765	0.425	-0.487	0.386	0.42	-1.062	0.498	0.409	1.33	2.829	0.023	0.264	-1.394	-0.118	1.008	-1.387	0.139	-0.217	-0.094	-0.849	0.276	1.425	-0.128	0.526	1.412	1.765	0.031	-1.285	1.275	-1.539	-0.784	-1.334	0.705	0.624	0.495	0.32	1.376	2.327	-1.476	-1.332	-0.653	0.568	0.681	-0.089	1.486	0.582	-1.32	1.496	-1.413	-0.69	-0.554	-1.8	-0.224	1.246	1.004	-1.853	0.303	0.081	0.542
USP3	2.017	-0.997	0.342	-0.022	0.092	-1.681	-2.198	-0.906	-0.685	0.148	-0.907	-1.466	-1.503	-1.514	-1.529	-1.126	-0.219	-0.165	-1.692	1.519	2.177	-0.17	-0.511	0.004	-0.933	0.575	1.967	-0.021	-0.627	-0.688	-1.72	-0.957	-2.359	0.541	-0.306	-0.7	0.637	-2.103	-0.624	-2.411	0.626	-2.671	-0.736	-1.851	-0.925	-0.484	-0.722	-1.296	-2.035	-0.548	0.828	-0.034	-2.066	-1.362	-0.712	0.07	-0.702	2.864	-1.071	-1.863	-0.061	-0.905	0.658	-0.527	0.052	-1.186	-0.147	0.939	-0.578	-0.035	0.172	-0.275	-1.778	-1.996	-0.788	-0.402	0.462	-2.545	0.698	-0.318	-0.826	1.439	2.107	-1.51
USP30	0.414												0.071															1.873	-0.666		1.795	-0.257							0.789	0.644			0.921	2.824																			-0.434									-1.508			1.632			1.378						0.507
USP34				-0.105		-0.59							-0.353		0.358		0.681	1.699				1.531											-1.07	1.629	-0.97				-0.677	-1.662	1.578		2.381		0.048					-0.127		-1.102					1.943	1.011	-1.082				-0.167		-0.448	-0.885	0.009		0.696			-0.953	0.065	-1.389			0.197						-0.03	
USP36			1.782	-2.453	0.216		1.206	-0.573	-0.334		-3.092	0.18		-2.442	-2.171	0.574	-0.344	0.05	-2.469	-0.336	2.185	-1.77	-0.904	-0.507	-0.352	0.539	1.495	-2.187		1.186		-1.389	-2.109	-1.525		1.479	-2.042	0.015	-0.706		-0.757	2.689	0.087		-0.702	1.836	1.689	1.95					-1.534	0.805	0.111	-2.675	-1.474	2.043		-0.374	-1.065	1.063			-0.193		1.876	-0.048	-0.631	-0.721	-1.891	-2.318	2.884	-1.853							-1.216			-0.826
USP39	0.294	-0.201	-0.321	-0.688	-0.587	-0.083	-1.483	0.603	-2.214	-1.273	-0.402	-0.686	-1.677	0.105	0.475	-0.198	1.821	-1.13	0.278		0.379	0.487	-1.186		-2.454	-0.88	0.758	0.746	-1.915	0.585	-0.543	-1.024	1.752	1.285	0.697	-0.845	0.112	-0.587	0.691	0.115	0.689		-0.545	-2.012	-1.653	0.771	-0.995	2.327	-1.29	2.764	0.576	1.082	0.33	-0.892	1.466	0.948	-1.081	-1.776	-1.076	0.378	0.776	-0.033	-0.659	1.444	-0.112	1.297	0.726	-2.867	-0.743	-1.951	1.524	-0.411	-0.263	2.247	-0.718	-0.269	0.385	0.339	0.518	0.243	-1.276	-0.69	-0.121	-0.328
USP4		1.224	0.23	-1.125	0.562	-1.048	-0.471	-0.392	-2.022	-0.89	-0.574	-0.334	-0.647	0.798	1.194	0.367	-2.471	-0.686	0.396	0.398		-1.427	-1.016	-0.372	-0.036	-1.429	0.129			0.719				-0.364	0.238	-0.851	0.465	-0.376	-0.582	0.134	0.127	1.647	0.894		1.652	1.653	1.315	-1.536	0.121	-0.987	1.401	-2.378	1.324	1.272	-0.644	0.659		1.616	-1.35	-1.329	-0.524		0.223	1.103	-0.413	-0.481	-0.628	1.09	0.213	-0.246	-0.64	-0.382	-0.426			0.15	0.505		-1.467	-0.361		-1.049	0.617	
USP40	0.673	0.448	1.136	0.269	-0.39	-1.018	1.232	0.061	0.156	0.054	-0.847	1.844	-1.572	-0.734	0.716	-1.278	0.992	-1.166	2.243	0.931	-0.301	0.468	0.005	-0.13	-0.607	1.648	-1.245	1.445	-1.003	-0.907	0.247	-0.348	-0.35	2.877	1.954	0.177	-0.772	0.711	1.76	-0.392	0.726	-0.054	1.121	0.245	-0.704	1.165	0.173	-0.53	0.44	-0.396	0.93	0.318	-0.447	-0.058	-1.436	0.941	0.882	0.531	0.461	0.112	-0.324	2.226	-1.438	0.567	1.162	1.787	2.191	1.449	0.992	0.79	0.779	-0.805	1.306	2.883	-0.997	0.888	-0.066	1.843	0.227	-0.567	2.097	0.608	-3.061	2.875
USP47	-0.531	-2.826	-0.427	1.71	-1.816	1.176	-0.718	-0.775	-1.62	-0.887	-0.385	-1.151	1.182	-0.014	0.374	1.464	-1.425	1.921	1.004	0.68	-0.651	-0.873	-0.503	1.288	0.555	-0.749	-0.396	0.251	0.947	-0.692	-0.343	-0.542	0.347	-0.313	-0.945	1.192	1.822	0.793	-1.278	0.497	0.918	-0.162	-0.772	-1.198	1.22	-1.398	-1.379	-1.813	-1.072	-2.285	0.458	-0.612	-0.308	-0.377	-0.445	-0.684	-0.472	-1.77	1.385	0.811	1.132	-0.297	-0.353	0.627	-0.604	1.678	-0.459	-1.054	-0.39	-0.62	-1.183	-1.407	-1.411	0.448	0.959	-0.619	1.568	-0.671	-0.041	-0.653	0.169	2.809	-0.342	0.282
USP48		-0.62	0.958	-0.17	-1.895	-1.137	-0.215	1.032	-0.037	0.163	1.882	0.521	-1.293	-0.954	1.98	-1.17	-1.029	-1.414	1.288	-1.117	-0.069	-0.24	-0.674	-1.687	-1.583	-0.265	2.994	-0.367	1.2	0.871	0.058	-1.273	-1.914	0.901	-0.235	1.742	0.928	1.076	-0.8	-0.472	0.315	0.345	2.427	-0.933	0.432	-1.189	0.406	-0.534	0.811	1.814	0.869	1.991	-1.009	1.776	-0.158	-0.527	-1.423	1.132	0.843	-0.145	-0.767	-0.42	0.393	1.223	-1.218	1.095	0.211	-1.97	-0.293	1.731	0.121	-0.296	1.292	0.855		-0.127	-0.488		-1.534	1.436	-1.651	-0.037	0.366	-0.656
USP5		0.453		-1.072	0.497		-1.417	0.207	-0.116	0.021		0.892				-0.614		0.047	0.776				0.079		0.884	-1.41							-0.829		-0.114	-0.48	-0.914	-1.734							1.154		-1.73	0.437	-0.099	0.231	-1.531	1.201	-0.975	-0.551		1.193	1.873		-0.405	0.738				0.117	1.669	0.666	-1.542	-0.399	1.09		-0.01		-0.735	-2.554		-2.138			0.303	1.375		1.56		
USP6NL	-0.508	0.255	-0.651	1.244	0.275	-0.026	-1.297	-0.933	-1.482	0.637	1.984	1.084	1.032	-0.645	-0.398	0.271	-0.563	1.237	-0.723	-0.611	1.533	-0.398	2.528	-0.689	-0.303	-0.019	1.256	0.715	0.467	-2.166	0.443	0.214	0.974	0.552	-0.946	0.095	-0.971	1.35	0.244	0.359	-1.009	-1.323	-0.467	-2.102	0.435	-1.911	0.28	-1.854	-0.886	0.692	0.841	0.633	-0.033	-1.168	0.137	-0.076	-0.756	-0.459	1.974	1.806	-0.447	-0.125	-1.749	-1.297	-1.298	0.263	-0.026	-0.6	1.082	-1.65	0.947	-0.527	-1.416	1.277	-1.828	0.295	0.533	-0.157	-0.705	-0.459	0.269	1.593	1.432	0.381
USP7	-0.485	0.14	0.354	1.792	1.064	-0.67	-1.91	-1.454	1.016	-1.766	0.899	0.354	-0.941	-0.13	-0.155	1.06	0.354	0.84	-0.06	0.21	-1.11	0.19	1.238	-0.316	1.808	0.698	-1.028	0.734	-0.864	0.401	0.191	-0.82	0.95	-0.557	-0.67	1.086	0.801	0.418	-0.223	0.83	-1.142	-0.57	-0.043	1.068	0.698	0.085	0.871	0.279	1.001	-0.094	-0.33	1.96	0.24	-1.26	-0.391	0.054	-0.334	0.213	-1.433	0.22	-1.515	-0.428	1.197	-0.071	0.506	0.385	0.105	-0.606	1.022	-0.566	0.931	-0.964	1.723	-0.935	-1.002	-0.502	1.038	0.158	-0.529	0.094	0.875	0.671	-0.499	0.919
USP8	0.969				1.415	1.133						2.956							-0.837	1.812				-1.112	0.251										-1.899	-3.395	1.821	-0.295				-0.449					0.999							-0.457					1.934								-0.324								-0.263		0.271	-1.249					-1.191	
USP9X			0.453	-1.067	-0.806			0.131		0.116		0.543	-0.706	-0.183	-0.312		0.113	-1.054		-0.599		0.832		0			-0.317	1.906	1.287	-0.879	-0.369	-0.781			0.145				-2.697	1.404		1.315	0.759	0.12	-0.681	1.438	0.096		0.176	-1.559	0.037	-0.927			0.389	1.414			0.843				-0.885		-1.836	0.061	-0.002		-1.156		-1.037	0.838	-0.517			-0.285			-1.063			0.546		-1.115
UTP11	0.163	-0.105	0.151	-1.341	0.776	0.288	-2.325	-2.629	0.344	-0.523	-0.289	0.235	-2.138	0.772	-1.082	-2.908	-1.897	1.96	-0.142	-0.6	1.757	0.531	-1.31	-1.197	0.294	-2.092	1.33	0.717	-1.895	-0.521	-1.325	-0.121	-1.862	-1.932	-0.736	1.939	0.024	-1.512	0.518	-1.896	0.687	-1.65	0.265	1.421	-0.329	-0.79	-1.954	-0.739	-0.073	-1.473	-1.428	-2.765	0.094	-2.944	-2.928	0.772	-0.452	2.197	-0.6	0.844	-1.273	-2.523	-0.23	-2.68	-1.857	-1.638	1.21	1.452	-1.367	-1.974	0.971	3.24	0.785	-2.046	-2.257	-0.519	-0.685	-2.678	-0.395	-1.849	-1.576	-3.033	0.889	0.374
UTP14A	0.786	-1.571	1.281	0.899	-1.651	0.784	0.518	-1.546	1.171	0.577	0.129	1.492	1.307	-1.375	-2.641	0.447	0.173	0.283	-0.564	0.182		0.06	0.288	0.406	0.406	-0.342	-0.073	0.169	-1.213	-0.062	0.759	-1.79	-1.087	0.947	1.821	-0.154	0.381	-0.054	0.844	-1.141	0.756	0.826	0.266	-0.171	-0.672	-0.37	-1.194	-0.631	1.452	-2.281	0.195	1.355	0.742	-0.754	0.703	-0.42	-0.04	-0.481	-0.847	0.935	2.145		-0.619	-1.75	0.723	-2.094	0.249	-2.104	0.225	-1.513	-1.138	-0.089	-0.441	0.438	-0.653	-0.504	-1.045	-0.404	-0.455	0.21		-0.665	0.491	-0.857
UTP15		-0.202		0.824	1.976	-1.552						1.894	-0.565			0.31		-0.761	0.685		-0.463					0.073			-1.923		-0.449			0.257	-0.468			1.675	0.301	-0.679	0.61		0.298	1.797	-0.93		1.002						-0.514	-1.52				-1.295	-0.318			3.449	-0.042	0.413	1.801		1.011		0.841			0.904	2.14				-1.237			0.28	-0.166		-0.645	
UTP18	1.266	-0.813	-0.25	0.305	1.011	0.83	-0.424	-1.158	-1.085	-0.898	2.101	0.968	-0.008		-0.076	1.246	-0.675	1.54	0.782	1.296	1.107	-1.368	-1.639	-1.006	-0.582	-0.297		0.24	1.958		1.97	0.113	1.377	-0.866	0.248	-0.964	0.535	-0.346	-1.035	-0.353	-0.504	-0.138	0.748	0.649	-0.703	-2.948	-0.123	0.64	0.197	1.556	-0.322	-0.42	1.43	1.023	-0.08	-1.776	-0.568	0.947	-0.967	0.892	-0.493	-1.666	-1.107	0.129	1.018	-0.287	-1.204	0.386	1.714	1.388	1.296	-1.313	1.223	-0.12	-0.339	1.844	-1.304	0.559	-1.836	-0.22	1.27	-1.215	0.532	0.688
UTP20	-1.257	0.181	-0.601	0.365	1.843	0.795	0.485	0.125	1.129	0.608	1.937	-0.008	0.797	1.335	-0.179	-0.245	0.39	-0.799	0.96	-0.492	-0.328	0.971	-1.536	-0.613	0.855	-0.883	0.196	0.326	-0.044	-0.368	0.433	0.346	0.113	1.225	-0.206	0.109	1.52	1.597	-0.364	2.318	2.337	1.158	-0.31	0.256	1.142	2.252	-0.12	-0.022	0.808	1.046	0.531	1.106	-0.851	-0.397	-0.739	0.458	0.853	0.544	0.644	-0.44	-0.307	0.547	0.407	-2.722	0.38	-2.092	-0.627	-0.298	-0.439	-0.861	0.902	-1.225	0.577	0.122	0.766	0.551	-0.118	0.08	-1.182	-0.445	-0.065	-0.631	2.179	1.947
UTP23	-0.662	-0.705	0.261	1.176	0.574	-2.067	0.63	-1.069	1.35	-2.032	-1.667	0.013	1.063	2.146	-0.598	-1.38	0.515	0.696	0.715	-0.053	-0.602	-1.536	-0.031	-2.604	0.138	-1.592	-1.052	1.19	0.743	0.058	1.868	0.502	0.071	0.275	-1.711	1.035	-0.308	-1.657	-0.985	0.134	1.171	1.11	-2.323	-0.894	0.729	-0.533	-0.773	1.536	-1.472	-0.45	1.656	0.849	1.826	-1.446	-0.658	0.435	0.31	-1.486	-0.117	-0.266	-0.084	1.012	-0.476	1.181	-0.584	-0.674	-0.986	0.574	-0.07	-0.755	-0.322	-1.466	-0.662	-1.045	1.058	2.248	0.543	-0.357	0.153	1.107	1.041	-0.633	-0.759	-0.016
